N,sr,lr,sigma,IP,esr,kl,accuracy
1000,0.4,0.97,0.3,True,0.39999999999999974,1.452094192164952,0.305
1000,0.4,0.97,0.3,True,0.4000000000000026,1.4178984155474659,0.305
1000,0.4,0.97,0.3,True,0.40000000000000097,1.3680736853218733,0.32
1000,0.4,0.97,0.3,True,0.4,1.4118099784824842,0.295
1000,0.4,0.97,0.3,True,0.4000000000000011,1.402620923319415,0.3
1000,0.4,0.97,0.3,True,0.3999999999999998,1.3791500876842602,0.3
1000,0.4,0.97,0.3,True,0.400000000000001,1.3631561052248304,0.31
1000,0.4,0.97,0.3,True,0.4000000000000012,1.346856105111826,0.3
1000,0.4,0.97,0.3,True,0.39999999999999913,1.3292621394332338,0.32
1000,0.4,0.97,0.3,True,0.3999999999999986,1.286376489981121,0.295
1000,0.4,0.97,0.3,True,0.4000000000000001,1.3791671336220586,0.285
1000,0.4,0.97,0.3,True,0.39999999999999925,1.3810616183909206,0.31
1000,0.4,0.97,0.3,True,0.40000000000000047,1.3383933334580145,0.295
1200,0.4,0.97,0.1,True,0.3999999999999998,0.45504293625109027,0.305
1200,0.4,0.97,0.1,True,0.3999999999999995,0.28524015916407797,0.325
1200,0.4,0.97,0.1,True,0.4000000000000007,0.42621830579799785,0.3
1200,0.4,0.97,0.1,True,0.3999999999999992,0.5393899993364094,0.29
1200,0.4,0.97,0.1,True,0.39999999999999986,0.3168370915931715,0.31
1200,0.4,0.97,0.1,True,0.3999999999999994,0.5027910277920682,0.3
1200,0.4,0.97,0.1,True,0.3999999999999988,0.4188447974503638,0.325
1200,0.4,0.97,0.1,True,0.3999999999999998,0.2988725557981249,0.325
1200,0.4,0.97,0.1,True,0.4,0.7600384457350767,0.315
1200,0.4,0.97,0.1,True,0.39999999999999963,0.43699187813428153,0.33
1200,0.4,0.97,0.1,True,0.40000000000000124,0.4855044677895461,0.33
1200,0.4,0.97,0.1,True,0.3999999999999998,0.8018410754472816,0.325
1200,0.4,0.97,0.1,True,0.3999999999999985,0.39413198783278214,0.31
1200,0.4,0.97,0.1,True,0.39999999999999986,0.5566084911087195,0.325
1200,0.4,0.97,0.1,True,0.40000000000000097,0.7317188852543356,0.34
1200,0.4,0.97,0.1,True,0.39999999999999963,0.24863098577993314,0.31
1200,0.4,0.97,0.1,True,0.3999999999999988,0.4455907197880029,0.335
1200,0.4,0.97,0.1,True,0.3999999999999997,0.2600454742598992,0.325
1200,0.4,0.97,0.1,True,0.40000000000000013,0.2780591250402818,0.285
1200,0.4,0.97,0.1,True,0.3999999999999996,0.5237309967752303,0.305
1200,0.4,0.97,0.1,True,0.40000000000000063,0.5838318531455329,0.32
1200,0.4,0.97,0.1,True,0.3999999999999998,0.1765860415128505,0.33
1200,0.4,0.97,0.1,True,0.400000000000001,0.35917051812425915,0.325
1200,0.4,0.97,0.1,True,0.3999999999999996,0.7199980125924126,0.3
1200,0.4,0.97,0.1,True,0.3999999999999994,0.3464863992061532,0.305
1200,0.4,0.97,0.2,True,0.4000000000000007,1.7498026408764722,0.31
1200,0.4,0.97,0.2,True,0.3999999999999994,2.10744534589568,0.32
1200,0.4,0.97,0.2,True,0.40000000000000085,1.816434230257909,0.3
1200,0.4,0.97,0.2,True,0.40000000000000097,2.034204942985896,0.305
1200,0.4,0.97,0.2,True,0.4,2.072532606355936,0.295
1200,0.4,0.97,0.2,True,0.39999999999999936,1.882942773070996,0.33
1200,0.4,0.97,0.2,True,0.3999999999999986,1.8327492196656294,0.32
1200,0.4,0.97,0.2,True,0.4,1.947762094045358,0.305
1200,0.4,0.97,0.2,True,0.4000000000000012,1.7179348625847197,0.33
1200,0.4,0.97,0.2,True,0.40000000000000113,1.862262071652887,0.33
1200,0.4,0.97,0.2,True,0.400000000000002,1.678179969208183,0.295
1200,0.4,0.97,0.2,True,0.4000000000000003,2.1053949799890725,0.29
1200,0.4,0.97,0.2,True,0.39999999999999936,1.9720906065792012,0.295
1200,0.4,0.97,0.2,True,0.3999999999999998,1.7031728700227542,0.305
1200,0.4,0.97,0.2,True,0.3999999999999999,1.9733880587313524,0.3
1200,0.4,0.97,0.2,True,0.4000000000000004,1.9761281893589038,0.315
1200,0.4,0.97,0.2,True,0.39999999999999863,1.8340141213748729,0.315
1200,0.4,0.97,0.2,True,0.4,2.09805207771147,0.315
1200,0.4,0.97,0.2,True,0.400000000000001,2.071978118798312,0.31
1200,0.4,0.97,0.2,True,0.39999999999999963,1.9466563489332676,0.325
1200,0.4,0.97,0.2,True,0.3999999999999989,1.7399398796018386,0.315
1200,0.4,0.97,0.2,True,0.4000000000000007,1.9016745333487506,0.32
1200,0.4,0.97,0.2,True,0.39999999999999875,1.9529292218320746,0.305
1200,0.4,0.97,0.2,True,0.40000000000000163,1.720485168398349,0.305
1200,0.4,0.97,0.2,True,0.3999999999999996,1.8545642701391742,0.325
1200,0.4,0.97,0.3,True,0.4000000000000004,1.507727908436583,0.3
1200,0.4,0.97,0.3,True,0.40000000000000047,1.362001034934145,0.295
1200,0.4,0.97,0.3,True,0.3999999999999999,1.5456094478352693,0.33
1200,0.4,0.97,0.3,True,0.40000000000000113,1.452171869757065,0.33
1200,0.4,0.97,0.3,True,0.3999999999999988,1.4755481547553977,0.295
1200,0.4,0.97,0.3,True,0.4000000000000026,1.4625751968723346,0.33
1200,0.4,0.97,0.3,True,0.39999999999999913,1.5134971303559244,0.31
1200,0.4,0.97,0.3,True,0.400000000000001,1.476350412387013,0.335
1200,0.4,0.97,0.3,True,0.40000000000000135,1.478869968774489,0.325
1200,0.4,0.97,0.3,True,0.4000000000000008,1.4289670152981926,0.3
1200,0.4,0.97,0.3,True,0.3999999999999998,1.4015890887178764,0.29
1200,0.4,0.97,0.3,True,0.40000000000000013,1.435571842085654,0.315
1200,0.4,0.97,0.3,True,0.4000000000000033,1.5334574867456814,0.3
1200,0.4,0.97,0.3,True,0.3999999999999994,1.4696949655493443,0.315
1200,0.4,0.97,0.3,True,0.3999999999999999,1.4452458995708317,0.315
1200,0.4,0.97,0.3,True,0.3999999999999997,1.4178776963855184,0.325
1200,0.4,0.97,0.3,True,0.40000000000000124,1.4698712659091033,0.315
1200,0.4,0.97,0.3,True,0.3999999999999991,1.313952585659989,0.325
1200,0.4,0.97,0.3,True,0.4,1.3799960916429461,0.305
1200,0.4,0.97,0.3,True,0.3999999999999991,1.488927869520919,0.305
1200,0.4,0.97,0.3,True,0.40000000000000047,1.5543522639920053,0.305
1200,0.4,0.97,0.3,True,0.4000000000000007,1.6518649363777982,0.305
1200,0.4,0.97,0.3,True,0.40000000000000013,1.4801872037445527,0.31
1200,0.4,0.97,0.3,True,0.3999999999999997,1.414533269907846,0.325
1200,0.4,0.97,0.3,True,0.39999999999999974,1.4998764616656843,0.29
800,0.4,1.0,0.1,True,0.40000000000000113,0.10501926010072905,0.3
800,0.4,1.0,0.1,True,0.4000000000000007,0.11019912582606683,0.285
800,0.4,1.0,0.1,True,0.3999999999999996,0.06431295562559695,0.29
800,0.4,1.0,0.1,True,0.4000000000000013,0.14814862492959263,0.29
800,0.4,1.0,0.1,True,0.399999999999999,0.1781965164123912,0.31
800,0.4,1.0,0.1,True,0.3999999999999999,0.10946388705884405,0.28
800,0.4,1.0,0.1,True,0.3999999999999999,0.09389754204393169,0.28
800,0.4,1.0,0.1,True,0.40000000000000063,0.18764644078448317,0.29
800,0.4,1.0,0.1,True,0.4000000000000016,0.13659009676232745,0.285
800,0.4,1.0,0.1,True,0.40000000000000036,0.06699184087261381,0.305
800,0.4,1.0,0.1,True,0.3999999999999993,0.07973984840451027,0.325
800,0.4,1.0,0.1,True,0.4000000000000009,0.10508093079157547,0.295
800,0.4,1.0,0.1,True,0.4000000000000014,0.08658039562872728,0.325
800,0.4,1.0,0.1,True,0.3999999999999991,0.10600778190455838,0.295
800,0.4,1.0,0.1,True,0.399999999999999,0.07262221962810585,0.285
800,0.4,1.0,0.1,True,0.4000000000000004,0.14527888304662728,0.3
800,0.4,1.0,0.1,True,0.40000000000000013,0.10258871998440053,0.305
800,0.4,1.0,0.1,True,0.3999999999999987,0.3059805579697026,0.28
800,0.4,1.0,0.1,True,0.40000000000000174,0.09204462778039711,0.29
800,0.4,1.0,0.1,True,0.399999999999998,0.11500171693435621,0.315
800,0.4,1.0,0.1,True,0.39999999999999913,0.07089631407371752,0.295
800,0.4,1.0,0.1,True,0.39999999999999986,0.15375263845058065,0.3
800,0.4,1.0,0.1,True,0.40000000000000047,0.10271924680551515,0.305
800,0.4,1.0,0.1,True,0.3999999999999996,0.11144645670622425,0.295
800,0.4,1.0,0.1,True,0.4,0.1491143580721886,0.29
800,0.4,1.0,0.2,True,0.3999999999999986,1.448429130830431,0.3
800,0.4,1.0,0.2,True,0.3999999999999997,1.5158592869296108,0.27
800,0.4,1.0,0.2,True,0.39999999999999913,1.4294958810978524,0.31
800,0.4,1.0,0.2,True,0.39999999999999863,1.636424716205007,0.275
800,0.4,1.0,0.2,True,0.3999999999999984,1.4204992245363333,0.3
800,0.4,1.0,0.2,True,0.4000000000000003,1.4595816901779581,0.27
800,0.4,1.0,0.2,True,0.4000000000000004,1.5279652408993072,0.315
800,0.4,1.0,0.2,True,0.4000000000000001,1.6636601430465152,0.285
800,0.4,1.0,0.2,True,0.40000000000000085,1.3875453775773468,0.32
800,0.4,1.0,0.2,True,0.4000000000000005,1.355896725960041,0.3
800,0.4,1.0,0.2,True,0.4000000000000008,1.6000005885074478,0.31
800,0.4,1.0,0.2,True,0.4000000000000008,1.596821158862868,0.305
800,0.4,1.0,0.2,True,0.3999999999999993,1.5649117433535387,0.29
800,0.4,1.0,0.2,True,0.4000000000000009,1.7015238845519085,0.285
800,0.4,1.0,0.2,True,0.40000000000000063,1.4661861970067878,0.29
800,0.4,1.0,0.2,True,0.3999999999999999,1.4500680240904016,0.315
800,0.4,1.0,0.2,True,0.400000000000001,1.5018103495486481,0.29
800,0.4,1.0,0.2,True,0.4000000000000001,1.6427124007096943,0.29
800,0.4,1.0,0.2,True,0.39999999999999913,1.5987533784311956,0.315
800,0.4,1.0,0.2,True,0.3999999999999999,1.3672600540868436,0.29
800,0.4,1.0,0.2,True,0.400000000000001,1.570562210747135,0.29
800,0.4,1.0,0.2,True,0.4000000000000016,1.5582369239942588,0.315
800,0.4,1.0,0.2,True,0.40000000000000036,1.659201772158529,0.275
800,0.4,1.0,0.2,True,0.40000000000000013,1.4696003408641545,0.315
800,0.4,1.0,0.2,True,0.3999999999999996,1.4234556393212912,0.29
800,0.4,1.0,0.3,True,0.3999999999999996,1.223581318154995,0.3
800,0.4,1.0,0.3,True,0.4000000000000002,1.4067047385364968,0.305
800,0.4,1.0,0.3,True,0.40000000000000013,1.2621602565103327,0.295
800,0.4,1.0,0.3,True,0.4000000000000002,1.2944255583792212,0.33
800,0.4,1.0,0.3,True,0.39999999999999863,1.0961678534968258,0.28
800,0.4,1.0,0.3,True,0.3999999999999995,1.2819892982931642,0.295
800,0.4,1.0,0.3,True,0.40000000000000124,1.3332016607129282,0.29
800,0.4,1.0,0.3,True,0.39999999999999886,1.2118490128952426,0.29
800,0.4,1.0,0.3,True,0.3999999999999999,1.2351059840184677,0.295
800,0.4,1.0,0.3,True,0.399999999999998,1.1416784398763986,0.315
800,0.4,1.0,0.3,True,0.3999999999999989,1.2042863371840467,0.28
800,0.4,1.0,0.3,True,0.39999999999999925,1.3195512518730699,0.31
800,0.4,1.0,0.3,True,0.39999999999999936,1.3489448888402928,0.285
800,0.4,1.0,0.3,True,0.39999999999999925,1.1933683088754834,0.3
800,0.4,1.0,0.3,True,0.3999999999999978,1.2187488471048846,0.3
800,0.4,1.0,0.3,True,0.39999999999999936,1.3170661933255254,0.285
800,0.4,1.0,0.3,True,0.3999999999999986,1.228645907527782,0.305
800,0.4,1.0,0.3,True,0.3999999999999998,1.2161691245240154,0.29
800,0.4,1.0,0.3,True,0.39999999999999997,1.3122326222605085,0.3
800,0.4,1.0,0.3,True,0.39999999999999963,1.2771665601311968,0.315
800,0.4,1.0,0.3,True,0.400000000000001,1.3030020886527172,0.295
800,0.4,1.0,0.3,True,0.39999999999999913,1.266245739395076,0.285
800,0.4,1.0,0.3,True,0.40000000000000097,1.1165159972118963,0.29
800,0.4,1.0,0.3,True,0.4000000000000016,1.3520391554722049,0.305
800,0.4,1.0,0.3,True,0.4000000000000009,1.1865636087307148,0.295
1000,0.4,1.0,0.1,True,0.3999999999999991,0.28923917451483694,0.305
1000,0.4,1.0,0.1,True,0.3999999999999999,0.35200929171915707,0.3
1000,0.4,1.0,0.1,True,0.39999999999999963,0.33561107989325567,0.305
1000,0.4,1.0,0.1,True,0.3999999999999988,0.33849415220983925,0.305
1000,0.4,1.0,0.1,True,0.4000000000000035,0.21822719822304829,0.32
1000,0.4,1.0,0.1,True,0.3999999999999979,0.31989472190488405,0.29
1000,0.4,1.0,0.1,True,0.40000000000000135,0.439409235001726,0.325
1000,0.4,1.0,0.1,True,0.40000000000000063,0.1751110192514344,0.3
1000,0.4,1.0,0.1,True,0.40000000000000036,0.4013854880361495,0.31
1000,0.4,1.0,0.1,True,0.3999999999999995,0.30123224733303056,0.305
1000,0.4,1.0,0.1,True,0.3999999999999996,0.11514199569029399,0.305
1000,0.4,1.0,0.1,True,0.4000000000000015,0.1658156028609251,0.275
1000,0.4,1.0,0.1,True,0.39999999999999986,0.18902404401672684,0.32
1000,0.4,1.0,0.1,True,0.39999999999999986,0.2070039264796801,0.295
1000,0.4,1.0,0.1,True,0.3999999999999997,0.3462061890620991,0.295
1000,0.4,1.0,0.1,True,0.3999999999999987,0.15471281520176328,0.32
1000,0.4,1.0,0.1,True,0.39999999999999936,0.15735041626798243,0.295
1000,0.4,1.0,0.1,True,0.3999999999999995,0.27096107626934757,0.32
1000,0.4,1.0,0.1,True,0.400000000000002,0.19680942869590015,0.315
1000,0.4,1.0,0.1,True,0.40000000000000036,0.4252770998837767,0.315
1000,0.4,1.0,0.1,True,0.39999999999999947,0.4421582451529737,0.295
1000,0.4,1.0,0.1,True,0.3999999999999996,0.4616735350306236,0.315
1000,0.4,1.0,0.1,True,0.3999999999999996,0.14182140618454742,0.32
1000,0.4,1.0,0.1,True,0.39999999999999947,0.6074113538890443,0.305
1000,0.4,1.0,0.1,True,0.4000000000000005,0.2948002743861596,0.315
1000,0.4,1.0,0.2,True,0.40000000000000097,1.903407782026531,0.325
1000,0.4,1.0,0.2,True,0.39999999999999913,1.7755868225503455,0.31
1000,0.4,1.0,0.2,True,0.3999999999999998,1.8628990199966355,0.275
1000,0.4,1.0,0.2,True,0.4000000000000018,1.625740175503347,0.3
1000,0.4,1.0,0.2,True,0.39999999999999947,1.7481681932018045,0.295
1000,0.4,1.0,0.2,True,0.39999999999999925,1.7197162542097364,0.33
1000,0.4,1.0,0.2,True,0.3999999999999998,1.8266175988933153,0.29
1000,0.4,1.0,0.2,True,0.3999999999999995,1.6071843534908021,0.305
1000,0.4,1.0,0.2,True,0.4000000000000021,1.6241711319355796,0.3
1000,0.4,1.0,0.2,True,0.40000000000000074,1.926037091249881,0.295
1000,0.4,1.0,0.2,True,0.40000000000000147,1.9483375397352707,0.305
1000,0.4,1.0,0.2,True,0.4000000000000022,1.7406560519321044,0.29
1000,0.4,1.0,0.2,True,0.3999999999999997,1.798409997979109,0.335
1000,0.4,1.0,0.2,True,0.39999999999999925,1.5071023621320263,0.305
1000,0.4,1.0,0.2,True,0.4,1.8753882402354836,0.3
1000,0.4,1.0,0.2,True,0.3999999999999989,1.6928508577686976,0.275
1000,0.4,1.0,0.2,True,0.39999999999999963,1.8588050548102624,0.295
1000,0.4,1.0,0.2,True,0.399999999999999,1.7358198385582972,0.32
1000,0.4,1.0,0.2,True,0.39999999999999786,1.8705147449645732,0.305
1000,0.4,1.0,0.2,True,0.40000000000000296,1.723119849101108,0.295
1000,0.4,1.0,0.2,True,0.39999999999999986,1.7362551279505065,0.315
1000,0.4,1.0,0.2,True,0.40000000000000024,1.7535801596226992,0.285
1000,0.4,1.0,0.2,True,0.4000000000000009,1.6013118781700526,0.295
1000,0.4,1.0,0.2,True,0.4000000000000009,1.862389735121845,0.33
1000,0.4,1.0,0.2,True,0.40000000000000013,1.79545668701284,0.305
1000,0.4,1.0,0.3,True,0.4000000000000002,1.2465232101640134,0.31
1000,0.4,1.0,0.3,True,0.3999999999999994,1.384284866368115,0.32
1000,0.4,1.0,0.3,True,0.39999999999999947,1.386082360484906,0.31
1000,0.4,1.0,0.3,True,0.39999999999999863,1.2984120953019929,0.3
1000,0.4,1.0,0.3,True,0.39999999999999936,1.4565199439164838,0.31
1000,0.4,1.0,0.3,True,0.3999999999999997,1.3357895842481449,0.295
1000,0.4,1.0,0.3,True,0.4000000000000009,1.3119378447347847,0.31
1000,0.4,1.0,0.3,True,0.39999999999999974,1.3242913214144882,0.29
1000,0.4,1.0,0.3,True,0.4000000000000006,1.4565269375043077,0.285
1000,0.4,1.0,0.3,True,0.4000000000000007,1.4525180010647574,0.32
1000,0.4,1.0,0.3,True,0.4000000000000003,1.3366926437562063,0.305
1000,0.4,1.0,0.3,True,0.40000000000000097,1.3508149661463655,0.32
1000,0.4,1.0,0.3,True,0.3999999999999994,1.4562304326931348,0.3
1000,0.4,1.0,0.3,True,0.3999999999999995,1.348294791727459,0.335
1000,0.4,1.0,0.3,True,0.3999999999999986,1.4437286808629706,0.315
1000,0.4,1.0,0.3,True,0.4000000000000007,1.417248491012639,0.31
1000,0.4,1.0,0.3,True,0.39999999999999997,1.3982319540221815,0.3
1000,0.4,1.0,0.3,True,0.4000000000000007,1.3715617869246595,0.3
1000,0.4,1.0,0.3,True,0.3999999999999983,1.4924037429914059,0.325
1000,0.4,1.0,0.3,True,0.3999999999999999,1.3691208200723395,0.32
1000,0.4,1.0,0.3,True,0.40000000000000147,1.3675965153802856,0.315
1000,0.4,1.0,0.3,True,0.39999999999999963,1.2857485034449614,0.295
1000,0.4,1.0,0.3,True,0.3999999999999994,1.2943414298333478,0.305
1000,0.4,1.0,0.3,True,0.4000000000000009,1.2981188495617557,0.295
1000,0.4,1.0,0.3,True,0.3999999999999995,1.4090374214861923,0.315
1200,0.4,1.0,0.1,True,0.39999999999999963,0.8298645428324524,0.3
1200,0.4,1.0,0.1,True,0.4000000000000005,0.36634059021511534,0.32
1200,0.4,1.0,0.1,True,0.39999999999999747,0.46600559749726367,0.315
1200,0.4,1.0,0.1,True,0.39999999999999836,0.5209740530628275,0.3
1200,0.4,1.0,0.1,True,0.39999999999999936,1.0021179012888735,0.3
1200,0.4,1.0,0.1,True,0.39999999999999936,0.5403073724575995,0.315
1200,0.4,1.0,0.1,True,0.40000000000000013,0.33993652727397516,0.285
1200,0.4,1.0,0.1,True,0.3999999999999999,0.6167129857578288,0.33
1200,0.4,1.0,0.1,True,0.39999999999999897,0.7433415446222078,0.3
1200,0.4,1.0,0.1,True,0.40000000000000024,0.3353210080575737,0.315
1200,0.4,1.0,0.1,True,0.4000000000000017,0.551483707237744,0.315
1200,0.4,1.0,0.1,True,0.4000000000000026,0.6762398333403038,0.33
1200,0.4,1.0,0.1,True,0.39999999999999974,0.5127377031504726,0.3
1200,0.4,1.0,0.1,True,0.39999999999999947,0.3818666152218023,0.295
1200,0.4,1.0,0.1,True,0.40000000000000147,0.5075341315980096,0.29
1200,0.4,1.0,0.1,True,0.39999999999999936,0.9084438312778133,0.325
1200,0.4,1.0,0.1,True,0.4000000000000002,1.0153916448321245,0.305
1200,0.4,1.0,0.1,True,0.4000000000000008,0.4946826700052988,0.3
1200,0.4,1.0,0.1,True,0.4000000000000007,0.4740135853686388,0.29
1200,0.4,1.0,0.1,True,0.3999999999999988,0.73860594475216,0.32
1200,0.4,1.0,0.1,True,0.40000000000000246,0.4427392854102952,0.33
1200,0.4,1.0,0.1,True,0.40000000000000063,0.8002224429533696,0.31
1200,0.4,1.0,0.1,True,0.3999999999999994,0.4278812337065435,0.295
1200,0.4,1.0,0.1,True,0.3999999999999989,0.4809346539289792,0.29
1200,0.4,1.0,0.1,True,0.40000000000000024,0.6839602185433995,0.31
1200,0.4,1.0,0.2,True,0.40000000000000013,1.927372416398253,0.31
1200,0.4,1.0,0.2,True,0.4000000000000005,2.1332269489743134,0.3
1200,0.4,1.0,0.2,True,0.39999999999999675,1.8633409359306845,0.32
1200,0.4,1.0,0.2,True,0.39999999999999836,2.0783960307655818,0.3
1200,0.4,1.0,0.2,True,0.40000000000000113,2.370894718710172,0.34
1200,0.4,1.0,0.2,True,0.3999999999999987,1.9170674188527816,0.325
1200,0.4,1.0,0.2,True,0.40000000000000013,1.9638767607343834,0.3
1200,0.4,1.0,0.2,True,0.39999999999999947,1.9992152837835362,0.325
1200,0.4,1.0,0.2,True,0.40000000000000013,2.161686895436938,0.31
1200,0.4,1.0,0.2,True,0.4,1.9256863185563002,0.34
1200,0.4,1.0,0.2,True,0.3999999999999993,2.113163969384554,0.305
1200,0.4,1.0,0.2,True,0.4000000000000023,1.96304189099172,0.315
1200,0.4,1.0,0.2,True,0.4000000000000002,2.1037918067745798,0.335
1200,0.4,1.0,0.2,True,0.3999999999999987,2.069982349757863,0.31
1200,0.4,1.0,0.2,True,0.4000000000000007,1.9912794880793627,0.31
1200,0.4,1.0,0.2,True,0.4,2.1169684674866556,0.31
1200,0.4,1.0,0.2,True,0.4000000000000017,2.01928440327595,0.32
1200,0.4,1.0,0.2,True,0.3999999999999999,2.266952501830654,0.305
1200,0.4,1.0,0.2,True,0.4000000000000008,2.133541530435299,0.33
1200,0.4,1.0,0.2,True,0.3999999999999996,2.1869574301852017,0.3
1200,0.4,1.0,0.2,True,0.40000000000000024,2.118925517116627,0.305
1200,0.4,1.0,0.2,True,0.3999999999999996,1.8100468513246346,0.31
1200,0.4,1.0,0.2,True,0.3999999999999988,2.062166289417254,0.305
1200,0.4,1.0,0.2,True,0.39999999999999825,1.995381585623629,0.33
1200,0.4,1.0,0.2,True,0.3999999999999978,1.9993160280753428,0.305
1200,0.4,1.0,0.3,True,0.39999999999999913,1.4500372120572338,0.305
1200,0.4,1.0,0.3,True,0.40000000000000036,1.4444508264750433,0.295
1200,0.4,1.0,0.3,True,0.4000000000000005,1.4174985003075213,0.32
1200,0.4,1.0,0.3,True,0.3999999999999993,1.5038580007366087,0.29
1200,0.4,1.0,0.3,True,0.40000000000000047,1.518843884997807,0.29
1200,0.4,1.0,0.3,True,0.40000000000000135,1.4192066872386708,0.33
1200,0.4,1.0,0.3,True,0.4000000000000001,1.3772504230752256,0.315
1200,0.4,1.0,0.3,True,0.4000000000000004,1.454547925456954,0.325
1200,0.4,1.0,0.3,True,0.39999999999999986,1.5469759289467315,0.295
1200,0.4,1.0,0.3,True,0.39999999999999813,1.4402634841738673,0.285
1200,0.4,1.0,0.3,True,0.40000000000000113,1.5562698547674574,0.305
1200,0.4,1.0,0.3,True,0.39999999999999947,1.4887341565165286,0.3
1200,0.4,1.0,0.3,True,0.4000000000000015,1.6014751694441394,0.315
1200,0.4,1.0,0.3,True,0.40000000000000124,1.607387447081245,0.325
1200,0.4,1.0,0.3,True,0.4000000000000005,1.5095153933900352,0.305
1200,0.4,1.0,0.3,True,0.4000000000000007,1.5383533479398137,0.315
1200,0.4,1.0,0.3,True,0.3999999999999996,1.6144070858438273,0.305
1200,0.4,1.0,0.3,True,0.40000000000000024,1.3763053010786277,0.315
1200,0.4,1.0,0.3,True,0.4000000000000009,1.4981037935602282,0.31
1200,0.4,1.0,0.3,True,0.40000000000000036,1.4017799338931578,0.31
1200,0.4,1.0,0.3,True,0.39999999999999825,1.5056472880417613,0.31
1200,0.4,1.0,0.3,True,0.4000000000000004,1.5724885976959784,0.295
1200,0.4,1.0,0.3,True,0.4000000000000003,1.632112838441728,0.33
1200,0.4,1.0,0.3,True,0.3999999999999997,1.5541870166234373,0.31
1200,0.4,1.0,0.3,True,0.400000000000001,1.505918825919874,0.31
800,0.6,0.94,0.1,True,0.599999999999998,0.20913107465780775,0.295
800,0.6,0.94,0.1,True,0.6000000000000023,0.14544535521261667,0.27
800,0.6,0.94,0.1,True,0.6000000000000013,0.2680383542319995,0.295
800,0.6,0.94,0.1,True,0.5999999999999994,0.1492001410906641,0.265
800,0.6,0.94,0.1,True,0.600000000000002,0.17325671337340987,0.295
800,0.6,0.94,0.1,True,0.6000000000000001,0.26375579114616554,0.285
800,0.6,0.94,0.1,True,0.6000000000000019,0.09637019392514833,0.265
800,0.6,0.94,0.1,True,0.5999999999999988,0.48825896856430423,0.26
800,0.6,0.94,0.1,True,0.5999999999999994,0.26860322550162163,0.285
800,0.6,0.94,0.1,True,0.5999999999999979,0.08756054766092969,0.27
800,0.6,0.94,0.1,True,0.5999999999999996,0.22871369576046577,0.29
800,0.6,0.94,0.1,True,0.6000000000000016,0.14847350419833602,0.275
800,0.6,0.94,0.1,True,0.6000000000000019,0.10822162185400692,0.3
800,0.6,0.94,0.1,True,0.6000000000000008,0.18703321987237542,0.295
800,0.6,0.94,0.1,True,0.6000000000000002,0.2333306261137872,0.285
800,0.6,0.94,0.1,True,0.5999999999999994,0.6304379901251822,0.29
800,0.6,0.94,0.1,True,0.6000000000000021,0.133273908593268,0.29
800,0.6,0.94,0.1,True,0.5999999999999986,0.12513646132352457,0.315
800,0.6,0.94,0.1,True,0.6000000000000014,0.16962729401872767,0.3
800,0.6,0.94,0.1,True,0.5999999999999989,0.17254947046041047,0.31
800,0.6,0.94,0.1,True,0.5999999999999984,0.20266812346863838,0.29
800,0.6,0.94,0.1,True,0.5999999999999998,0.19262379761177623,0.29
800,0.6,0.94,0.1,True,0.6000000000000002,0.10699534477612846,0.29
800,0.6,0.94,0.1,True,0.6000000000000018,0.6989847133152797,0.27
800,0.6,0.94,0.1,True,0.600000000000003,0.19365179878104974,0.28
800,0.6,0.94,0.2,True,0.5999999999999988,1.5940790748751987,0.275
800,0.6,0.94,0.2,True,0.5999999999999996,1.5165195213922704,0.315
800,0.6,0.94,0.2,True,0.6000000000000016,1.5494821081430785,0.285
800,0.6,0.94,0.2,True,0.6000000000000022,1.654051868182119,0.285
800,0.6,0.94,0.2,True,0.5999999999999985,1.5646664261975425,0.275
800,0.6,0.94,0.2,True,0.5999999999999995,1.7412566600215102,0.295
800,0.6,0.94,0.2,True,0.5999999999999999,1.8012084551009444,0.305
800,0.6,0.94,0.2,True,0.6000000000000001,1.4112251807591814,0.275
800,0.6,0.94,0.2,True,0.6,1.6257786074922072,0.305
800,0.6,0.94,0.2,True,0.6000000000000014,1.6715251251133445,0.28
800,0.6,0.94,0.2,True,0.5999999999999996,1.6842410139571797,0.29
800,0.6,0.94,0.2,True,0.6000000000000005,1.571557220748589,0.28
800,0.6,0.94,0.2,True,0.6000000000000013,1.704668337613609,0.295
800,0.6,0.94,0.2,True,0.6000000000000003,1.4858294982541727,0.31
800,0.6,0.94,0.2,True,0.6000000000000003,1.4383439097968989,0.3
800,0.6,0.94,0.2,True,0.5999999999999985,1.861493404763083,0.3
800,0.6,0.94,0.2,True,0.5999999999999992,1.463814929845701,0.285
800,0.6,0.94,0.2,True,0.5999999999999981,1.5655269993290868,0.27
800,0.6,0.94,0.2,True,0.5999999999999996,1.6184842045022236,0.3
800,0.6,0.94,0.2,True,0.6000000000000025,1.418302859666778,0.29
800,0.6,0.94,0.2,True,0.6000000000000001,1.6342025465200587,0.315
800,0.6,0.94,0.2,True,0.6000000000000012,1.5463518440733142,0.285
800,0.6,0.94,0.2,True,0.5999999999999989,1.5958122224164537,0.315
800,0.6,0.94,0.2,True,0.5999999999999996,1.611696507266001,0.3
800,0.6,0.94,0.2,True,0.6000000000000003,1.712888598470796,0.26
800,0.6,0.94,0.3,True,0.5999999999999998,1.361757547209605,0.31
800,0.6,0.94,0.3,True,0.5999999999999973,1.1173171578382097,0.29
